"Категория 1";"Категория 2";"Категория 3";"Категория 4";Артикул;Заголовок;Цена;Валюта;Наличие;Описание;Изображения;Вес;Габариты;Производитель;"Ссылка на товар";ID;"Артикул поставщика";Размер
"Домашняя одежда и текстиль";"Толстовки и костюмы";;;"м77 (066894088)";"М77 Костюм Вита (лиловый)";1680;RUB;"В наличии";"Ткань: Хлопок 72%, п/э 20%, п/у 8%
Ткань: Футер с лайкрой";https://ivanushka-trikotazh.ru/upload/iblock/4f7/ywmlmx4a0a71i8yvjnx3h1b9fjchabzu.JPG;;;;https://ivanushka-trikotazh.ru/catalog/tolstovki-kostumi/m77-kostyum-vita-lilovyy/;066894088;м77;44/46/48/50/52/54/56/58
"Домашняя одежда и текстиль";"Толстовки и костюмы";;;"м381 (01591326699)";"М381 Костюм «Баффи» (ментол)";1050;RUB;"В наличии";"Ткань: Хлопок 70%, ПЭ 25%, ПУ 5%
Ткань: Футер с лайкрой";https://ivanushka-trikotazh.ru/upload/iblock/8c3/zsqyal163be7x3ya3hijiez2lu84ufk5.JPG;;;;https://ivanushka-trikotazh.ru/catalog/tolstovki-kostumi/m381-kostyum-baffi-mentol/;01591326699;м381;44/46/56/58
"Домашняя одежда и текстиль";"Толстовки и костюмы";;;"м381 (02098617206)";"М381 Костюм «Баффи» (хаки)";1050;RUB;"В наличии";"Ткань: Хлопок 70%, ПЭ 25%, ПУ 5%
Ткань: Футер с лайкрой";https://ivanushka-trikotazh.ru/upload/iblock/319/swsw1zrhmke1py21jxkjadahp4ig34s9.JPG;;;;https://ivanushka-trikotazh.ru/catalog/tolstovki-kostumi/m381-kostyum-baffi-khaki/;02098617206;м381;52/54/56/58
"Домашняя одежда и текстиль";"Толстовки и костюмы";;;"м381 (1332276111)";"М381 Костюм «Баффи» (светлая сухая роза)";1050;RUB;"В наличии";"Ткань: Хлопок 70%, ПЭ 25%, ПУ 5%
Ткань: Футер с лайкрой";https://ivanushka-trikotazh.ru/upload/iblock/144/03u8qa6uj217kpehkgka41fo2olxzfq5.JPG;;;;https://ivanushka-trikotazh.ru/catalog/tolstovki-kostumi/m381-kostyum-baffi-sukhaya-roza/;1332276111;м381;50/54/56/58
"Домашняя одежда и текстиль";"Толстовки и костюмы";;;"м381 (958852258)";"М381 Костюм «Баффи» (фиолетовый)";1050;RUB;"В наличии";"Ткань: Хлопок 70%, ПЭ 25%, ПУ 5%
Ткань: Футер с лайкрой";https://ivanushka-trikotazh.ru/upload/iblock/7e8/4sd469tub09dotz2dwq13sp4p4lvr07e.JPG;;;;https://ivanushka-trikotazh.ru/catalog/tolstovki-kostumi/m381-kostyum-baffi-fioletovyy/;958852258;м381;44/46/48/50/52/54/56/58
"Домашняя одежда и текстиль";"Толстовки и костюмы";;;"М367 (01494790783)";"М367 Костюм «Вояж»(песочный)";790;RUB;"В наличии";"Ткань: Песочный
Расцветки: Хлопок 100%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/603/9ag6lj062c7lmbnc1hqbr71v1vsphe5y.JPG;;;;https://ivanushka-trikotazh.ru/catalog/tolstovki-kostumi/m367-kostyum-voyazh-pesochnyy/;01494790783;М367;44/46/48/50
"Домашняя одежда и текстиль";"Толстовки и костюмы";;;"м345 (01228507489)";"М345 Костюм Лика (персик)";2210;RUB;"В наличии";"Ткань: Хлопок 80%, п/э 20%
Ткань: Футер 3-х нитка с начесом";https://ivanushka-trikotazh.ru/upload/iblock/4d4/cbctjgypteqi3384gnv83yin7zcnvqjo.JPG;;;;https://ivanushka-trikotazh.ru/catalog/tolstovki-kostumi/m345-kostyum-lika-persik/;01228507489;м345;44/46
"Домашняя одежда и текстиль";"Толстовки и костюмы";;;"М345 (01354903915)";"м345 Костюм Лика (мята)";2210;RUB;"В наличии";"Ткань: Хлопок 80%, п/э 20%
Ткань: Футер 3-х нитка с начесом";https://ivanushka-trikotazh.ru/upload/iblock/4c3/w8jnm2tzgqw7tsbk8r3e1s0qdsxn3m71.JPG;;;;https://ivanushka-trikotazh.ru/catalog/tolstovki-kostumi/m345-kostyum-lika-myata/;01354903915;М345;44/46/52/54/56/58
"Домашняя одежда и текстиль";"Толстовки и костюмы";;;"М77 (72630816)";"М77 Костюм ""Вита""(Антрацит меланж)";1000;RUB;"В наличии";"Ткань: Хлопок 47%, п/э 48%, п/у 5%
Ткань: Футер с лайкрой";https://ivanushka-trikotazh.ru/upload/iblock/1ae/nev5kzadhski6z8w94qtr7x2125yr0h5.JPG;;;;https://ivanushka-trikotazh.ru/catalog/tolstovki-kostumi/m77-kostyum-vita-antratsit-melanzh/;72630816;М77;44/46
"Домашняя одежда и текстиль";"Толстовки и костюмы";;;"м316 (01572579874)";"М316 Пижама ""Барбара"" (лисы на зеленом)";1100;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/5bb/jpeof0kxbcb5ph9wyypm749lr21a5591.JPG;;;;https://ivanushka-trikotazh.ru/catalog/tolstovki-kostumi/m316-pizhama-barbara-lisy/;01572579874;м316;44/46
"Домашняя одежда и текстиль";"Толстовки и костюмы";;;"м356 (0259892303)";"М356 Худи";800;RUB;"В наличии";"Ткань: Хлопок 72%, п/э 20%, п/у 8%
Ткань: Футер двунитка с лайкрой";https://ivanushka-trikotazh.ru/upload/iblock/f6e/pss0ay8vd9zsm5ysdugrp66phwkx2j3f.JPG;;;;https://ivanushka-trikotazh.ru/catalog/tolstovki-kostumi/m356-khudi/;0259892303;м356;44/46/52/54
"Домашняя одежда и текстиль";"Толстовки и костюмы";;;"м354 (76958331)";"М354 Костюм ""Дачник""";450;RUB;"В наличии";"Ткань: Хлопок 100% (футболка); Хлопок 95%, п/у 5% (бриджи)
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/da1/w0940ohkfgayz547e1exw0k0axc23m19.JPG;;;;https://ivanushka-trikotazh.ru/catalog/tolstovki-kostumi/m354-kostyum-dachnik-futbolka-bridzhi/;76958331;м354;44/46
"Домашняя одежда и текстиль";"Толстовки и костюмы";;;"м345 (1672260444)";"м345 Костюм Лика, чёрный";2210;RUB;"В наличии";"Ткань: Хлопок 80%, п/э 20%
Ткань: Футер 3-х нитка с начесом";https://ivanushka-trikotazh.ru/upload/iblock/704/ovw84u78f1sb6rrhtd50iowwn1s4fvf4.JPG;;;;https://ivanushka-trikotazh.ru/catalog/tolstovki-kostumi/m345-kostyum-lika-chyernyy/;1672260444;м345;44/46
"Домашняя одежда и текстиль";"Толстовки и костюмы";;;"м42 (0163512463)";"М42 Пижама из Футера зелёная";1160;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Футер";https://ivanushka-trikotazh.ru/upload/iblock/c7d/5lo8mc1r2441y53n3gg4ckzfka0b503g.JPG;;;;https://ivanushka-trikotazh.ru/catalog/tolstovki-kostumi/m42-pizhama-iz-futera-zelyenaya/;0163512463;м42;42/44
"Домашняя одежда и текстиль";"Толстовки и костюмы";;;"м42 (757203896)";"М42 Пижама из Футера ""Авокадо"" (темные рукава)";1160;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Футер";https://ivanushka-trikotazh.ru/upload/iblock/8ee/ap0l1mj7algbxxrjit6q8tbcqha26al4.JPG;;;;https://ivanushka-trikotazh.ru/catalog/tolstovki-kostumi/m42-pizhama-iz-futera-avokado/;757203896;м42;42/44/46/48/50/52
"Домашняя одежда и текстиль";"Толстовки и костюмы";;;"м77 (1436627724)";"М77 Костюм ""Вита""(Индиго меланж)";1000;RUB;"В наличии";"Ткань: Хлопок 47%, п/э 48%, п/у 5%
Ткань: Футер с лайкрой";https://ivanushka-trikotazh.ru/upload/iblock/28f/pceblqa7w004u2m7lmjn6fwlvo8opb4w.JPG;;;;https://ivanushka-trikotazh.ru/catalog/tolstovki-kostumi/m77-kostyum-vita-indigo-melanzh-sostav-khlopok47-pe48-pu5/;1436627724;м77;44/46
"Домашняя одежда и текстиль";"Толстовки и костюмы";;;"М77 (1264135744)";"М77 Костюм Вита (Сухая роза )";1680;RUB;"В наличии";"Ткань: Хлопок 72%, п/э 20%, п/у 8%
Ткань: Футер с лайкрой";https://ivanushka-trikotazh.ru/upload/iblock/c35/hfu7mao26adephw3t0xin42dzbng1gzu.JPG;;;;https://ivanushka-trikotazh.ru/catalog/tolstovki-kostumi/m77-kostyum-vita-sukhaya-roza-sostav/;1264135744;М77;44/46/48/50/52/54/56/58
"Домашняя одежда и текстиль";"Толстовки и костюмы";;;"м345 (954313109)";"м345 Костюм Лика, бордо";2210;RUB;"В наличии";"Ткань: Хлопок 80%, п/э 20%
Ткань: Футер 3-х нитка с начесом";https://ivanushka-trikotazh.ru/upload/iblock/44c/zkjxu5euru0wsmwa4d75azm0qhkn3heu.JPG;;;;https://ivanushka-trikotazh.ru/catalog/tolstovki-kostumi/m345-kostyum-lika-bordo/;954313109;м345;44/46/56/58
"Домашняя одежда и текстиль";"Толстовки и костюмы";;;"М77 (1698353504)";"М77 Костюм ""Вита""(Мята)";1680;RUB;"В наличии";"Ткань: Хлопок 72%, п/э 20%, п/у 8%
Ткань: Футер с лайкрой";https://ivanushka-trikotazh.ru/upload/iblock/cb6/tzxkaj4qf1jlc0nhscac4j2t49jdibrz.JPG;;;;https://ivanushka-trikotazh.ru/catalog/tolstovki-kostumi/m77-kostyum-vita-myata/;1698353504;М77;44/46/48/50/52/54/56/58
"Домашняя одежда и текстиль";"Толстовки и костюмы";;;"М77 (1536392224)";"М77 Костюм ""Вита""(Хаки)";1680;RUB;"В наличии";"Ткань: Хлопок 72%, п/э 20%, п/у 8%
Ткань: Футер с лайкрой";https://ivanushka-trikotazh.ru/upload/iblock/0e0/2hnm8ab9ggx0nocos9mf2b831mmw4pda.JPG;;;;https://ivanushka-trikotazh.ru/catalog/tolstovki-kostumi/m77-kostyum-vita-khaki/;1536392224;М77;44/46
"Домашняя одежда и текстиль";"Толстовки и костюмы";;;"М345 (0396373858)";"М345 Костюм ""Лика"", сирень";2210;RUB;"В наличии";"Ткань: Хлопок 80%, п/э 20%
Ткань: Футер 3-х нитка с начесом

Расцветки - в ассортименте и могут отличаться от представленных на сайте";https://ivanushka-trikotazh.ru/upload/iblock/a43/to0k3pflv3uzehcdtubjca9z4fj263mk.JPG;;;;https://ivanushka-trikotazh.ru/catalog/tolstovki-kostumi/m345-kostyum-lika-siren/;0396373858;М345;48/50/56/58
"Домашняя одежда и текстиль";"Толстовки и костюмы";;;"М345 (355741682)";"М345 Костюм ""Лика"", сухая роза";2210;RUB;"В наличии";"Ткань: Хлопок 80%, п/э 20%
Ткань: Футер 3-х нитка с начесом

Расцветки - в ассортименте и могут отличаться от представленных на сайте";https://ivanushka-trikotazh.ru/upload/iblock/5ca/9ti71aqfvuwyaba177tyo9gjr6px2i4f.JPG;;;;https://ivanushka-trikotazh.ru/catalog/tolstovki-kostumi/m345-kostyum-lika-sukhaya-roza/;355741682;М345;44/46
"Домашняя одежда и текстиль";"Толстовки и костюмы";;;"М150 (1602373736)";"М150 Костюм женский";600;RUB;"В наличии";"Ткань: Хлопок 72%, п/э 20%, п/у 8%
Ткань: Футер с лайкрой

Расцветки - в ассортименте и могут отличаться от представленных на сайте";https://ivanushka-trikotazh.ru/upload/iblock/d79/d7975e13abc6cc4a01f0916e1b71dffa.jpg;;;;https://ivanushka-trikotazh.ru/catalog/tolstovki-kostumi/m150-kostyum-zhenskiy/;1602373736;М150;44/46
"Домашняя одежда и текстиль";"Толстовки и костюмы";;;"К1 (1943188993)";"К1 Костюм Я люблю";500;RUB;"В наличии";"Ткань: Хлопок 72%, п/э 20%, п/у 8%
Ткань: Футер с лайкрой";https://ivanushka-trikotazh.ru/upload/iblock/0d6/0d6dd59fde3c4e1b71adc87aa01071f6.jpg;;;;https://ivanushka-trikotazh.ru/catalog/tolstovki-kostumi/k1-kostyum-ya-lyublyu/;1943188993;К1;44/46
"Домашняя одежда и текстиль";"Толстовки и костюмы";;;"К12 (729544376)";"К12 Костюм, камуфляж (какао)";400;RUB;"В наличии";"Ткань: Хлопок 72%, п/э 20%, п/у 8%
Ткань: Футер двунитка с лайкрой";https://ivanushka-trikotazh.ru/upload/iblock/1f7/1f711d0c92c17840ddb9f4253035ecc1.jpg;;;;https://ivanushka-trikotazh.ru/catalog/tolstovki-kostumi/k12-kostyum-kamuflyazh/;729544376;К12;48/50
"Домашняя одежда и текстиль";"Толстовки и костюмы";;;"М193 (0317597206)";"М193 Костюм ""Любава""";400;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Кулирка с лайкрой

Расцветки - в ассортименте и могут отличаться от представленных на сайте";https://ivanushka-trikotazh.ru/upload/iblock/e39/e39c479b2f8a49400ec15adcddc2d1e6.jpg;;;;https://ivanushka-trikotazh.ru/catalog/tolstovki-kostumi/m193-kostyum-lyubava/;0317597206;М193;46/48
"Домашняя одежда и текстиль";"Толстовки и костюмы";;;"К14 (01794368130)";"К14 Костюм футер с лайкрой";500;RUB;"В наличии";"Ткань: Хлопок 72%, п/э 20%, п/у 8%
Ткань: Футер двунитка с лайкрой";https://ivanushka-trikotazh.ru/upload/iblock/ec1/ec10c13f73bb2611db55779a47b8b764.jpg;;;;https://ivanushka-trikotazh.ru/catalog/tolstovki-kostumi/k14-kostyum-futer-s-laykroy/;01794368130;К14;44/46
"Домашняя одежда и текстиль";"Толстовки и костюмы";;;"М45 (0210300078)";"М45 Пижама Сафари";440;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/e4c/2r9hzsdvewbqnkgfdcznz2bytg733gic.JPG;;;;https://ivanushka-trikotazh.ru/catalog/tolstovki-kostumi/m45-kostyum-safari/;0210300078;М45;46/48/50/52
"Домашняя одежда и текстиль";"Толстовки и костюмы";;;"М264 (1419596985)";"М264 костюм женский ""Стиль"", черный, 44-58";450;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Футер с лайкрой";https://ivanushka-trikotazh.ru/upload/iblock/582/58297145c9aa97c6f4f199bcaf3404b7.jpg;;;;https://ivanushka-trikotazh.ru/catalog/tolstovki-kostumi/m264-kostyum-zhenskiy-stil-chernyy-44-58/;1419596985;М264;44/46
"Домашняя одежда и текстиль";"Толстовки и костюмы";;;"М71 (01471750145)";"М71 костюм ""Гучи""";600;RUB;"В наличии";"Ткань: Хлопок 72%, п/э 20%, п/у 8%
Ткань: Футер с лайкрой";https://ivanushka-trikotazh.ru/upload/iblock/028/0280a2abd252603a569e91bbfb96ab0e.jpg;;;;https://ivanushka-trikotazh.ru/catalog/tolstovki-kostumi/m71-kostyum-guchi/;01471750145;М71;42/44/46/48/50/52/54/56
"Домашняя одежда и текстиль";"Толстовки и костюмы";;;"М215 (1728148669)";"М215 Клен интерлок -пенье , с 44-58";800;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Интерлок пенье";https://ivanushka-trikotazh.ru/upload/iblock/49e/49e51a4993b17874387a1ad3255db9ed.jpg;;;;https://ivanushka-trikotazh.ru/catalog/tolstovki-kostumi/m215-klen-interlok-pene-s-44-58/;1728148669;М215;46
"Домашняя одежда и текстиль";"Толстовки и костюмы";;;"М309 (1901181905)";"М309 Худи ""графит""";500;RUB;"В наличии";"Ткань: Хлопок 59% п/э 41%
Ткань: Футер 2-х нитка с начесом пенье";https://ivanushka-trikotazh.ru/upload/iblock/2a0/2a0e99f5b1ffc034d461cb8d317f1755.jpg;;;;https://ivanushka-trikotazh.ru/catalog/tolstovki-kostumi/m309-khudi-grafit/;1901181905;М309;42/44/46/48/50/52/54/56
"Домашняя одежда и текстиль";"Толстовки и костюмы";;;"М345 (246983147)";"М345 Костюм ""Лика"", бежевый";2210;RUB;"В наличии";"Ткань: Хлопок 80%, п/э 20%
Ткань: Футер 3-х нитка с начесом

Расцветки - в ассортименте и могут отличаться от представленных на сайте";https://ivanushka-trikotazh.ru/upload/iblock/6d1/6d1886cb97b1a0f67e50c95a67eb1431.jpg;;;;https://ivanushka-trikotazh.ru/catalog/tolstovki-kostumi/m345-kostyum-lika-bezhevyy/;246983147;М345;44/46/48/50/52/54/56/58
"Домашняя одежда и текстиль";"Майки и футболки";;;"м428 (01830616188)";"М428 Майка-топ (молочный)";380;RUB;"В наличии";"Ткань: Вискоза 95% , п/у 5%
Ткань: Вискоза";https://ivanushka-trikotazh.ru/upload/iblock/caf/nll2na58rbptro126df903e17t2pah7v.JPG;;;;https://ivanushka-trikotazh.ru/catalog/mayki-futbolki/m428-mayka-top-molochnyy/;01830616188;м428;42/44/46/48/50/52/54/56/58/60
